name,mutrate,num_samples,migration_matrix,num_mutations,mut_per_site,true_migrations,inferred_migrations,proportion
sim70,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,13,.1733
sim71,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,17,.2266
sim72,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,12,.1600
sim73,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,39,3.9000,75,7,.0933
sim74,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,14,.1866
sim75,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,9,.1200
sim76,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,75,2,.0266
sim77,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,4,.0533
sim78,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,12,.1600
sim79,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,8,.1066
sim80,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,75,9,.1200
sim81,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,15,.2000
sim82,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,8,.1066
sim83,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,12,.1600
sim84,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,13,.1733
sim85,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,39,3.9000,75,10,.1333
sim86,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,75,5,.0666
sim87,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,15,.2000
sim88,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,41,4.1000,75,13,.1733
sim89,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,14,.1866
sim90,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,75,8,.1066
sim91,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,10,.1333
sim92,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,19,1.9000,75,4,.0533
sim93,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,75,4,.0533
sim94,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,6,.0800
sim95,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,2,.0266
sim96,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,75,8,.1066
sim97,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,75,8,.1066
sim98,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,7,.0933
sim99,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,10,.1333
sim100,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,24,2.6666,75,11,.1466
sim101,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,28,3.1111,75,8,.1066
sim102,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,26,2.8888,75,7,.0933
sim103,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,32,3.5555,75,13,.1733
sim104,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,30,3.3333,75,12,.1600
sim105,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,26,2.8888,75,13,.1733
sim106,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,36,4.0000,75,10,.1333
sim107,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,25,2.7777,75,7,.0933
sim108,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,42,4.6666,75,14,.1866
sim109,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,31,3.4444,75,10,.1333
sim110,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,27,3.0000,75,9,.1200
sim111,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,29,3.2222,75,13,.1733
sim112,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,36,4.0000,75,21,.2800
sim113,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,34,3.7777,75,14,.1866
sim114,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,23,2.5555,75,11,.1466
sim115,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,24,2.6666,75,11,.1466
sim116,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,31,3.4444,75,4,.0533
sim117,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,26,2.8888,75,10,.1333
sim118,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,23,2.5555,75,9,.1200
sim119,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,31,3.4444,75,4,.0533
sim120,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,26,2.8888,75,6,.0800
sim121,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,33,3.6666,75,14,.1866
sim122,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,38,4.2222,75,14,.1866
sim123,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,31,3.4444,75,6,.0800
sim124,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,29,3.2222,75,8,.1066
sim125,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,29,3.2222,75,16,.2133
sim126,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,31,3.4444,75,8,.1066
sim127,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,27,3.0000,75,4,.0533
sim128,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,24,2.6666,75,6,.0800
sim129,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,28,3.1111,75,9,.1200
sim130,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,33,3.6666,75,15,.2000
sim131,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,24,2.6666,75,5,.0666
sim132,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,32,3.5555,75,8,.1066
sim133,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,34,3.7777,75,8,.1066
sim134,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,25,2.7777,75,2,.0266
sim135,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,33,3.6666,75,5,.0666
sim136,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,26,2.8888,75,9,.1200
sim137,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,29,3.2222,75,5,.0666
sim138,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,32,3.5555,75,12,.1600
sim139,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,23,2.5555,75,9,.1200
sim140,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,23,2.5555,75,8,.1066
sim141,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,22,2.4444,75,,
sim142,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,21,2.3333,75,2,.0266
sim143,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,25,2.7777,75,10,.1333
sim144,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,31,3.4444,75,11,.1466
sim145,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,35,3.8888,75,15,.2000
sim146,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,25,2.7777,75,7,.0933
sim147,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,32,3.5555,75,10,.1333
sim148,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,25,2.7777,75,11,.1466
sim149,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,34,3.7777,75,14,.1866
sim150,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,19,2.1111,75,6,.0800
sim151,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,36,4.0000,75,13,.1733
sim152,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,28,3.1111,75,15,.2000
sim153,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,21,2.3333,75,8,.1066
sim154,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,30,3.3333,75,11,.1466
sim155,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,23,2.5555,75,10,.1333
sim156,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,28,3.1111,75,6,.0800
sim157,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,33,3.6666,75,13,.1733
sim158,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,29,3.2222,75,11,.1466
sim159,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,23,2.5555,75,3,.0400
sim160,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,18,2.0000,75,10,.1333
sim161,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,31,3.4444,75,10,.1333
sim162,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,30,3.3333,75,8,.1066
sim163,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,28,3.1111,75,4,.0533
sim164,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,19,2.1111,75,4,.0533
sim165,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,33,3.6666,75,12,.1600
sim166,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,25,2.7777,75,8,.1066
sim167,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,24,2.6666,75,6,.0800
sim168,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,35,3.8888,75,9,.1200
sim169,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,36,4.0000,75,7,.0933
sim170,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,29,3.2222,75,2,.0266
sim171,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,38,4.2222,75,8,.1066
sim172,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,33,3.6666,75,7,.0933
sim173,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,23,2.5555,75,7,.0933
sim174,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,27,3.0000,75,15,.2000
sim175,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,21,2.3333,75,9,.1200
sim176,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,18,2.0000,75,8,.1066
sim177,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/equal_migration_prob_matrix.csv,20,2.2222,75,6,.0800
