name,mutrate,num_samples,migration_matrix,num_uniq_mutations,uniq_mut_per_site,total_mut_sites,avg_mut_sites_per_sample,avg_proportion_mut_sites,total_dropout,dropout_per_sample,avg_mutation_age,true_migrations,inferred_migrations,proportion
sim28,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,418,4.1800,.4180,0,0,7.99147,11,8,.7272
sim29,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,573,5.7300,.5730,1,.0100,8.1022,11,6,.5454
sim30,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,516,5.1600,.5160,0,0,7.96128,11,8,.7272
sim31,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,39,3.9000,427,4.2700,.4270,0,0,8.6429,11,9,.8181
sim32,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,31,3.1000,758,7.5800,.7580,0,0,7.55201,11,1,.0909
sim33,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,26,2.6000,694,6.9400,.6940,0,0,7.63797,11,5,.4545
sim34,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,515,5.1500,.5150,0,0,8.04491,11,6,.5454
sim35,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,29,2.9000,706,7.0600,.7060,0,0,7.66441,11,6,.5454
sim36,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,26,2.6000,557,5.5700,.5570,0,0,7.15723,11,13,1.1818
sim37,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,30,3.0000,609,6.0900,.6090,0,0,8.13343,11,7,.6363
sim38,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,619,6.1900,.6190,0,0,8.26212,11,7,.6363
sim39,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,32,3.2000,719,7.1900,.7190,0,0,7.8603,11,,
sim40,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,38,3.8000,524,5.2400,.5240,0,0,8.52839,11,7,.6363
sim41,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,721,7.2100,.7210,0,0,7.71755,11,4,.3636
sim42,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,637,6.3700,.6370,0,0,8.3827,11,7,.6363
sim43,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,25,2.5000,580,5.8000,.5800,0,0,8.02969,11,8,.7272
sim44,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,460,4.6000,.4600,3,.0300,8.03273,11,1,.0909
sim45,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,43,4.3000,297,2.9700,.2970,0,0,8.93703,11,8,.7272
sim46,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,25,2.5000,731,7.3100,.7310,0,0,7.23474,11,7,.6363
sim47,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,21,2.1000,770,7.7000,.7700,0,0,7.18864,11,3,.2727
sim48,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,23,2.3000,726,7.2600,.7260,1,.0100,7.65347,11,4,.3636
sim49,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,22,2.2000,853,8.5300,.8530,0,0,6.83809,11,5,.4545
sim50,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,613,6.1300,.6130,0,0,7.98196,11,8,.7272
sim51,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,37,3.7000,556,5.5600,.5560,0,0,8.16168,11,7,.6363
sim52,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,35,3.5000,506,5.0600,.5060,16,.1600,8.11319,11,9,.8181
sim53,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,28,2.8000,536,5.3600,.5360,0,0,7.23281,11,9,.8181
sim54,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,39,3.9000,341,3.4100,.3410,0,0,8.42807,11,11,1.0000
sim55,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,27,2.7000,789,7.8900,.7890,0,0,7.39482,11,6,.5454
sim56,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,38,3.8000,494,4.9400,.4940,0,0,8.53202,11,13,1.1818
sim57,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,597,5.9700,.5970,0,0,8.46199,11,3,.2727
sim58,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,25,2.5000,763,7.6300,.7630,0,0,7.67934,11,7,.6363
sim59,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,360,3.6000,.3600,0,0,8.58142,11,4,.3636
sim60,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,623,6.2300,.6230,105,1.0500,8.39325,11,11,1.0000
sim61,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,632,6.3200,.6320,18,.1800,8.04297,11,6,.5454
sim62,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,497,4.9700,.4970,1,.0100,8.1705,11,4,.3636
sim63,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,26,2.6000,792,7.9200,.7920,0,0,6.93127,11,1,.0909
sim64,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,30,3.0000,680,6.8000,.6800,0,0,7.68485,11,3,.2727
sim65,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,31,3.1000,711,7.1100,.7110,0,0,8.10136,11,7,.6363
sim66,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,657,6.5700,.6570,0,0,7.99075,11,4,.3636
sim67,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,30,3.0000,745,7.4500,.7450,0,0,7.67017,11,1,.0909
sim68,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,30,3.0000,603,6.0300,.6030,3,.0300,7.40002,11,4,.3636
sim69,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,465,4.6500,.4650,0,0,8.61577,11,10,.9090
sim70,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,24,2.4000,787,7.8700,.7870,1,.0100,7.35375,11,4,.3636
sim71,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,24,2.4000,702,7.0200,.7020,0,0,7.49307,11,8,.7272
sim72,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,673,6.7300,.6730,0,0,8.31573,11,7,.6363
sim73,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,37,3.7000,357,3.5700,.3570,3,.0300,8.60928,11,11,1.0000
sim74,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,673,6.7300,.6730,0,0,8.03528,11,10,.9090
sim75,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,37,3.7000,639,6.3900,.6390,3,.0300,8.05191,11,13,1.1818
sim76,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,527,5.2700,.5270,0,0,7.48353,11,9,.8181
sim77,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,39,3.9000,461,4.6100,.4610,0,0,8.37845,11,10,.9090
sim78,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,31,3.1000,652,6.5200,.6520,1,.0100,7.78613,11,11,1.0000
sim79,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,35,3.5000,414,4.1400,.4140,0,0,8.65892,11,,
sim80,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,510,5.1000,.5100,0,0,8.27568,11,7,.6363
sim81,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,26,2.6000,621,6.2100,.6210,6,.0600,7.91673,11,8,.7272
sim82,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,32,3.2000,653,6.5300,.6530,0,0,8.22087,11,9,.8181
sim83,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,36,3.6000,468,4.6800,.4680,0,0,8.16556,11,10,.9090
sim84,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,33,3.3000,566,5.6600,.5660,0,0,8.02025,11,9,.8181
sim85,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,30,3.0000,505,5.0500,.5050,0,0,8.25338,11,9,.8181
sim86,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,21,2.1000,892,8.9200,.8920,0,0,7.95769,11,3,.2727
sim87,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,38,3.8000,508,5.0800,.5080,0,0,8.43966,11,4,.3636
sim88,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,23,2.3000,641,6.4100,.6410,0,0,8.59747,11,2,.1818
sim89,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,502,5.0200,.5020,0,0,7.92343,11,6,.5454
sim90,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,31,3.1000,731,7.3100,.7310,0,0,7.74212,11,2,.1818
sim91,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,28,2.8000,484,4.8400,.4840,27,.2700,8.28835,11,3,.2727
sim92,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,24,2.4000,580,5.8000,.5800,99,.9900,8.18834,11,5,.4545
sim93,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,34,3.4000,584,5.8400,.5840,0,0,8.24868,11,6,.5454
sim94,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,29,2.9000,481,4.8100,.4810,0,0,8.36246,11,11,1.0000
sim95,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,31,3.1000,612,6.1200,.6120,0,0,8.01078,11,8,.7272
sim96,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,24,2.4000,659,6.5900,.6590,4,.0400,7.12659,11,8,.7272
sim97,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,31,3.1000,548,5.4800,.5480,0,0,8.24242,11,8,.7272
sim98,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,28,2.8000,732,7.3200,.7320,0,0,7.66078,11,8,.7272
sim99,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/true_migration_prob_matrix.csv,31,3.1000,499,4.9900,.4990,0,0,8.29448,11,1,.0909
sim100,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,39,4.3333,344,3.4400,.3822,0,0,8.82357,11,6,.5454
sim101,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,19,2.1111,895,8.9500,.9944,0,0,6.95459,11,,
sim102,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,21,2.3333,623,6.2300,.6922,0,0,7.85395,11,7,.6363
sim103,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,37,4.1111,477,4.7700,.5300,46,.4600,8.3627,11,9,.8181
sim104,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,26,2.8888,705,7.0500,.7833,0,0,7.54526,11,8,.7272
sim105,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,25,2.7777,655,6.5500,.7277,0,0,7.40146,11,4,.3636
sim106,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,27,3.0000,568,5.6800,.6311,0,0,8.06259,11,5,.4545
sim107,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,33,3.6666,563,5.6300,.6255,0,0,8.15394,11,7,.6363
sim108,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,32,3.5555,641,6.4100,.7122,0,0,8.59933,11,6,.5454
sim109,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,33,3.6666,625,6.2500,.6944,0,0,7.97445,11,6,.5454
sim110,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,32,3.5555,508,5.0800,.5644,0,0,8.07918,11,9,.8181
sim111,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,28,3.1111,502,5.0200,.5577,0,0,8.26617,11,6,.5454
sim112,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,22,2.4444,750,7.5000,.8333,0,0,7.70598,11,3,.2727
sim113,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,31,3.4444,521,5.2100,.5788,0,0,8.05356,11,8,.7272
sim114,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,36,4.0000,435,4.3500,.4833,2,.0200,8.54362,11,3,.2727
sim115,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,27,3.0000,638,6.3800,.7088,0,0,7.16949,11,7,.6363
sim116,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,20,2.2222,672,6.7200,.7466,0,0,6.92882,11,8,.7272
sim117,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,33,3.6666,522,5.2200,.5800,2,.0200,7.84585,11,11,1.0000
sim118,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,28,3.1111,574,5.7400,.6377,0,0,7.91108,11,8,.7272
sim119,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,33,3.6666,500,5.0000,.5555,0,0,8.55961,11,6,.5454
sim120,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,28,3.1111,583,5.8300,.6477,0,0,8.10296,11,4,.3636
sim121,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,25,2.7777,434,4.3400,.4822,106,1.0600,8.41195,11,9,.8181
sim122,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,30,3.3333,492,4.9200,.5466,1,.0100,8.2096,11,5,.4545
sim123,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,31,3.4444,507,5.0700,.5633,0,0,8.25441,11,10,.9090
sim124,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,29,3.2222,540,5.4000,.6000,0,0,8.59925,11,9,.8181
sim125,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,26,2.8888,553,5.5300,.6144,0,0,7.55788,11,8,.7272
sim126,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,34,3.7777,455,4.5500,.5055,0,0,8.52486,11,2,.1818
sim127,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,24,2.6666,663,6.6300,.7366,0,0,6.95819,11,1,.0909
sim128,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,30,3.3333,436,4.3600,.4844,0,0,8.11175,11,2,.1818
sim129,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,34,3.7777,277,2.7700,.3077,0,0,8.94,11,5,.4545
sim130,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,24,2.6666,538,5.3800,.5977,0,0,8.22356,11,3,.2727
sim131,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,28,3.1111,572,5.7200,.6355,0,0,8.31638,11,5,.4545
sim132,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,28,3.1111,595,5.9500,.6611,0,0,8.35568,11,6,.5454
sim133,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,33,3.6666,433,4.3300,.4811,0,0,8.38553,11,4,.3636
sim134,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,31,3.4444,479,4.7900,.5322,0,0,8.18997,11,2,.1818
sim135,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,33,3.6666,559,5.5900,.6211,0,0,8.06929,11,7,.6363
sim136,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,35,3.8888,539,5.3900,.5988,0,0,7.70625,11,9,.8181
sim137,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,27,3.0000,514,5.1400,.5711,0,0,8.11894,11,6,.5454
sim138,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,33,3.6666,565,5.6500,.6277,0,0,8.29067,11,2,.1818
sim139,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,30,3.3333,527,5.2700,.5855,0,0,7.6527,11,6,.5454
sim140,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/true_migration_prob_matrix.csv,27,3.0000,504,5.0400,.5600,0,0,8.42844,11,5,.4545
