name,mutrate,num_samples,migration_matrix,num_uniq_mutations,uniq_mut_per_site,total_mut_sites,avg_mut_sites_per_sample,avg_proportion_mut_sites,total_dropout,dropout_per_sample,avg_mutation_age,true_migrations,inferred_migrations,proportion
sim7,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,60,6.0000,500,5.0000,.5000,2,.0200,4.88527,288,12,.0416
sim8,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,56,5.6000,482,4.8200,.4820,0,0,3.79005,457,,
sim9,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,64,6.4000,499,4.9900,.4990,45,.4500,4.65456,303,13,.0429
sim20,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,62,6.2000,382,3.8200,.3820,0,0,3.53703,332,,
sim21,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,67,6.7000,424,4.2400,.4240,0,0,3.56134,341,17,.0498
sim22,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,75,7.5000,332,3.3200,.3320,0,0,4.05695,275,26,.0945
sim23,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,60,6.0000,492,4.9200,.4920,0,0,4.28355,317,15,.0473
sim24,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,64,6.4000,504,5.0400,.5040,0,0,4.5662,382,,
sim25,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,62,6.2000,448,4.4800,.4480,0,0,3.71206,300,10,.0333
sim26,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,70,7.0000,369,3.6900,.3690,1,.0100,4.10975,394,22,.0558
sim27,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,67,6.7000,473,4.7300,.4730,3,.0300,4.11727,376,18,.0478
sim28,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,74,7.4000,503,5.0300,.5030,34,.3400,4.46379,283,11,.0388
sim29,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,70,7.0000,431,4.3100,.4310,0,0,3.40603,306,8,.0261
sim30,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,68,6.8000,356,3.5600,.3560,0,0,4.77374,349,25,.0716
sim31,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,435,4.3500,.4350,0,0,4.19873,324,25,.0771
sim32,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,60,6.0000,449,4.4900,.4490,0,0,4.36377,347,19,.0547
sim33,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,386,3.8600,.3860,0,0,4.13985,414,21,.0507
sim34,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,69,6.9000,354,3.5400,.3540,2,.0200,3.15462,335,21,.0626
sim35,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,68,6.8000,322,3.2200,.3220,0,0,3.61051,358,18,.0502
sim36,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,70,7.0000,451,4.5100,.4510,0,0,4.06542,383,11,.0287
sim37,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,73,7.3000,448,4.4800,.4480,1,.0100,3.37817,291,13,.0446
sim38,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,68,6.8000,393,3.9300,.3930,0,0,4.05793,274,21,.0766
sim39,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,468,4.6800,.4680,2,.0200,3.26446,304,10,.0328
sim40,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,71,7.1000,413,4.1300,.4130,25,.2500,4.10733,310,21,.0677
sim41,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,67,6.7000,454,4.5400,.4540,0,0,4.42021,298,12,.0402
sim42,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,60,6.0000,387,3.8700,.3870,0,0,3.43417,328,20,.0609
sim43,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,61,6.1000,485,4.8500,.4850,3,.0300,4.40969,340,,
sim44,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,490,4.9000,.4900,0,0,3.65801,336,6,.0178
sim45,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,491,4.9100,.4910,3,.0300,5.2206,277,15,.0541
sim46,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,59,5.9000,580,5.8000,.5800,0,0,5.09293,344,7,.0203
sim47,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,69,6.9000,410,4.1000,.4100,0,0,4.32871,280,,
sim48,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,68,6.8000,497,4.9700,.4970,0,0,3.55663,279,8,.0286
sim49,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,76,7.6000,400,4.0000,.4000,6,.0600,4.62836,373,,
sim50,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,66,6.6000,411,4.1100,.4110,0,0,6.1838,290,9,.0310
sim51,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,495,4.9500,.4950,2,.0200,3.83962,291,16,.0549
sim52,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,71,7.1000,383,3.8300,.3830,4,.0400,3.97636,338,17,.0502
sim53,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,64,6.4000,408,4.0800,.4080,0,0,3.78754,285,20,.0701
sim54,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,60,6.0000,559,5.5900,.5590,0,0,3.52391,338,16,.0473
sim55,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,67,6.7000,355,3.5500,.3550,0,0,3.42483,297,25,.0841
sim56,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,77,7.7000,417,4.1700,.4170,0,0,3.87257,469,26,.0554
sim57,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,55,5.5000,476,4.7600,.4760,0,0,3.91178,324,16,.0493
sim58,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,550,5.5000,.5500,0,0,4.07218,301,10,.0332
sim59,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,60,6.0000,557,5.5700,.5570,0,0,4.75412,296,8,.0270
sim60,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,342,3.4200,.3420,6,.0600,5.1123,357,27,.0756
sim61,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,482,4.8200,.4820,108,1.0800,4.24193,407,,
sim62,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,53,5.3000,599,5.9900,.5990,0,0,5.53626,323,1,.0030
sim63,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,505,5.0500,.5050,0,0,3.75342,363,15,.0413
sim64,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,57,5.7000,592,5.9200,.5920,1,.0100,3.59189,336,9,.0267
sim65,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,409,4.0900,.4090,0,0,3.49289,378,29,.0767
sim66,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,432,4.3200,.4320,0,0,4.21531,313,24,.0766
sim67,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,55,5.5000,629,6.2900,.6290,0,0,4.8946,351,4,.0113
sim68,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,427,4.2700,.4270,0,0,4.71479,327,,
sim69,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,67,6.7000,535,5.3500,.5350,1,.0100,4.99274,364,12,.0329
sim70,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,61,6.1000,452,4.5200,.4520,4,.0400,3.7676,320,13,.0406
sim71,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,57,5.7000,520,5.2000,.5200,12,.1200,4.63277,339,10,.0294
sim72,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,61,6.1000,548,5.4800,.5480,0,0,4.53198,312,13,.0416
sim73,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,66,6.6000,527,5.2700,.5270,1,.0100,4.32385,388,13,.0335
sim74,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,61,6.1000,537,5.3700,.5370,1,.0100,4.11282,341,15,.0439
sim75,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,62,6.2000,408,4.0800,.4080,0,0,4.89783,335,9,.0268
sim76,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,69,6.9000,407,4.0700,.4070,0,0,3.66811,296,17,.0574
sim77,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,428,4.2800,.4280,0,0,5.85644,297,9,.0303
sim78,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,62,6.2000,495,4.9500,.4950,3,.0300,4.27477,379,,
sim79,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,458,4.5800,.4580,1,.0100,4.06701,311,13,.0418
sim80,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,56,5.6000,565,5.6500,.5650,26,.2600,5.03327,339,13,.0383
sim81,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,71,7.1000,558,5.5800,.5580,6,.0600,4.15465,371,14,.0377
sim82,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,74,7.4000,485,4.8500,.4850,0,0,3.72374,295,,
sim83,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,72,7.2000,483,4.8300,.4830,0,0,3.8687,335,5,.0149
sim84,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,56,5.6000,507,5.0700,.5070,1,.0100,4.74119,343,12,.0349
sim85,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,59,5.9000,526,5.2600,.5260,0,0,4.21958,318,13,.0408
sim86,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,62,6.2000,463,4.6300,.4630,0,0,4.23771,299,12,.0401
sim87,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,61,6.1000,372,3.7200,.3720,3,.0300,4.12277,300,29,.0966
sim88,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,68,6.8000,372,3.7200,.3720,18,.1800,4.04312,336,,
sim89,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,69,6.9000,405,4.0500,.4050,0,0,4.53766,308,7,.0227
sim90,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,66,6.6000,452,4.5200,.4520,2,.0200,4.2952,388,,
sim91,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,69,6.9000,406,4.0600,.4060,0,0,4.40617,339,21,.0619
sim92,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,65,6.5000,477,4.7700,.4770,0,0,4.12405,403,8,.0198
sim93,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,63,6.3000,560,5.6000,.5600,0,0,4.0478,353,4,.0113
sim94,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,71,7.1000,340,3.4000,.3400,0,0,3.62897,307,27,.0879
sim95,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,68,6.8000,365,3.6500,.3650,0,0,3.94864,384,19,.0494
sim96,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,66,6.6000,429,4.2900,.4290,0,0,3.58348,450,,
sim97,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,71,7.1000,463,4.6300,.4630,0,0,3.43826,350,16,.0457
sim98,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,66,6.6000,448,4.4800,.4480,1,.0100,3.25334,306,15,.0490
sim99,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/true_migration_prob_matrix.csv,57,5.7000,655,6.5500,.6550,0,0,5.08892,301,13,.0431
