name,mutrate,num_samples,migration_matrix,num_uniq_mutations,uniq_mut_per_site,total_mut_sites,avg_mut_sites_per_sample,avg_proportion_mut_sites,total_dropout,dropout_per_sample,true_migrations,inferred_migrations,proportion
sim7,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,26,2.6000,527,5.2700,.5270,0,0,3,1,.3333
sim8,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,36,3.6000,469,4.6900,.4690,0,0,3,3,1.0000
sim9,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,25,2.5000,711,7.1100,.7110,0,0,3,2,.6666
sim20,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,23,2.3000,706,7.0600,.7060,0,0,3,2,.6666
sim21,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,24,2.4000,638,6.3800,.6380,192,1.9200,3,2,.6666
sim22,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,26,2.6000,785,7.8500,.7850,0,0,3,0,0
sim23,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,450,4.5000,.4500,0,0,3,0,0
sim24,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,30,3.0000,611,6.1100,.6110,0,0,3,2,.6666
sim25,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,42,4.2000,412,4.1200,.4120,0,0,3,3,1.0000
sim26,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,31,3.1000,548,5.4800,.5480,0,0,3,2,.6666
sim27,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,546,5.4600,.5460,0,0,3,1,.3333
sim28,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,34,3.4000,648,6.4800,.6480,1,.0100,3,3,1.0000
sim29,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,515,5.1500,.5150,0,0,3,3,1.0000
sim30,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,32,3.2000,378,3.7800,.3780,0,0,3,3,1.0000
sim31,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,22,2.2000,765,7.6500,.7650,0,0,3,2,.6666
sim32,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,28,2.8000,718,7.1800,.7180,2,.0200,3,2,.6666
sim33,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,35,3.5000,397,3.9700,.3970,0,0,3,3,1.0000
sim34,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,485,4.8500,.4850,0,0,3,0,0
sim35,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,32,3.2000,514,5.1400,.5140,0,0,3,2,.6666
sim36,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,633,6.3300,.6330,3,.0300,3,0,0
sim37,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,35,3.5000,541,5.4100,.5410,0,0,3,3,1.0000
sim38,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,23,2.3000,696,6.9600,.6960,0,0,3,2,.6666
sim39,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,25,2.5000,709,7.0900,.7090,0,0,3,1,.3333
sim40,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,35,3.5000,362,3.6200,.3620,0,0,3,1,.3333
sim41,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,462,4.6200,.4620,0,0,3,3,1.0000
sim42,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,26,2.6000,705,7.0500,.7050,0,0,3,2,.6666
sim43,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,28,2.8000,738,7.3800,.7380,0,0,3,1,.3333
sim44,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,27,2.7000,804,8.0400,.8040,4,.0400,3,3,1.0000
sim45,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,32,3.2000,649,6.4900,.6490,0,0,3,3,1.0000
sim46,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,37,3.7000,501,5.0100,.5010,0,0,3,3,1.0000
sim47,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,698,6.9800,.6980,0,0,3,3,1.0000
sim48,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,22,2.2000,844,8.4400,.8440,0,0,3,0,0
sim49,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,35,3.5000,617,6.1700,.6170,0,0,3,2,.6666
sim50,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,20,2.0000,731,7.3100,.7310,96,.9600,3,3,1.0000
sim51,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,700,7.0000,.7000,0,0,3,3,1.0000
sim52,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,34,3.4000,596,5.9600,.5960,0,0,3,4,1.3333
sim53,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,726,7.2600,.7260,0,0,3,2,.6666
sim54,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,494,4.9400,.4940,23,.2300,3,2,.6666
sim55,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,34,3.4000,620,6.2000,.6200,2,.0200,3,2,.6666
sim56,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,599,5.9900,.5990,0,0,3,3,1.0000
sim57,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,699,6.9900,.6990,0,0,3,0,0
sim58,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,39,3.9000,623,6.2300,.6230,0,0,3,3,1.0000
sim59,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,34,3.4000,581,5.8100,.5810,0,0,3,2,.6666
sim60,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,34,3.4000,523,5.2300,.5230,0,0,3,4,1.3333
sim61,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,817,8.1700,.8170,6,.0600,3,0,0
sim62,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,27,2.7000,611,6.1100,.6110,0,0,3,3,1.0000
sim63,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,22,2.2000,788,7.8800,.7880,0,0,3,2,.6666
sim64,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,405,4.0500,.4050,96,.9600,3,2,.6666
sim65,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,31,3.1000,599,5.9900,.5990,0,0,3,0,0
sim66,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,37,3.7000,453,4.5300,.4530,0,0,3,3,1.0000
sim67,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,26,2.6000,586,5.8600,.5860,0,0,3,0,0
sim68,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,30,3.0000,679,6.7900,.6790,0,0,3,3,1.0000
sim69,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,30,3.0000,533,5.3300,.5330,0,0,3,3,1.0000
sim70,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,41,4.1000,481,4.8100,.4810,1,.0100,3,3,1.0000
sim71,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,23,2.3000,730,7.3000,.7300,0,0,3,1,.3333
sim72,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,29,2.9000,463,4.6300,.4630,0,0,3,1,.3333
sim73,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,39,3.9000,359,3.5900,.3590,4,.0400,3,1,.3333
sim74,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,35,3.5000,513,5.1300,.5130,0,0,3,3,1.0000
sim75,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,25,2.5000,775,7.7500,.7750,0,0,3,2,.6666
sim76,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,31,3.1000,421,4.2100,.4210,1,.0100,3,3,1.0000
sim77,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,37,3.7000,570,5.7000,.5700,1,.0100,3,3,1.0000
sim78,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,20,2.0000,893,8.9300,.8930,0,0,3,1,.3333
sim79,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,27,2.7000,745,7.4500,.7450,0,0,3,2,.6666
sim80,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,30,3.0000,587,5.8700,.5870,0,0,3,2,.6666
sim81,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,549,5.4900,.5490,0,0,3,0,0
sim82,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,613,6.1300,.6130,0,0,3,1,.3333
sim83,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,27,2.7000,646,6.4600,.6460,0,0,3,1,.3333
sim84,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,25,2.5000,641,6.4100,.6410,100,1.0000,3,2,.6666
sim85,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,34,3.4000,651,6.5100,.6510,0,0,3,0,0
sim86,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,32,3.2000,625,6.2500,.6250,0,0,3,0,0
sim87,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,26,2.6000,663,6.6300,.6630,0,0,3,2,.6666
sim88,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,39,3.9000,552,5.5200,.5520,6,.0600,3,2,.6666
sim89,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,38,3.8000,509,5.0900,.5090,5,.0500,3,2,.6666
sim90,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,38,3.8000,510,5.1000,.5100,4,.0400,3,3,1.0000
sim91,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,30,3.0000,652,6.5200,.6520,0,0,3,3,1.0000
sim92,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,34,3.4000,539,5.3900,.5390,0,0,3,2,.6666
sim93,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,33,3.3000,538,5.3800,.5380,0,0,3,3,1.0000
sim94,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,37,3.7000,519,5.1900,.5190,13,.1300,3,2,.6666
sim95,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,28,2.8000,574,5.7400,.5740,5,.0500,3,3,1.0000
sim96,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,30,3.0000,564,5.6400,.5640,0,0,3,0,0
sim97,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,26,2.6000,529,5.2900,.5290,0,0,3,2,.6666
sim98,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,30,3.0000,588,5.8800,.5880,0,0,3,2,.6666
sim99,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/rare_migration_prob_matrix.csv,23,2.3000,694,6.9400,.6940,0,0,3,2,.6666
sim100,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,30,3.3333,440,4.4000,.4888,0,0,3,1,.3333
sim101,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,28,3.1111,644,6.4400,.7155,0,0,3,3,1.0000
sim102,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,28,3.1111,510,5.1000,.5666,0,0,3,0,0
sim103,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,25,2.7777,608,6.0800,.6755,0,0,3,1,.3333
sim104,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,26,2.8888,629,6.2900,.6988,0,0,3,1,.3333
sim105,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,28,3.1111,438,4.3800,.4866,6,.0600,3,2,.6666
sim106,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,27,3.0000,420,4.2000,.4666,0,0,3,3,1.0000
sim107,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,26,2.8888,730,7.3000,.8111,10,.1000,3,2,.6666
sim108,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,30,3.3333,605,6.0500,.6722,0,0,3,0,0
sim109,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,28,3.1111,561,5.6100,.6233,0,0,3,2,.6666
sim110,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,38,4.2222,369,3.6900,.4100,0,0,3,2,.6666
sim111,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,31,3.4444,515,5.1500,.5722,0,0,3,1,.3333
sim112,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,29,3.2222,484,4.8400,.5377,0,0,3,0,0
sim113,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,35,3.8888,465,4.6500,.5166,0,0,3,2,.6666
sim114,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,33,3.6666,280,2.8000,.3111,0,0,3,2,.6666
sim115,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,36,4.0000,479,4.7900,.5322,0,0,3,2,.6666
sim116,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,34,3.7777,429,4.2900,.4766,0,0,3,3,1.0000
sim117,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,30,3.3333,553,5.5300,.6144,0,0,3,3,1.0000
sim118,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,27,3.0000,478,4.7800,.5311,0,0,3,2,.6666
sim119,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,23,2.5555,564,5.6400,.6266,0,0,3,3,1.0000
sim120,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,32,3.5555,456,4.5600,.5066,0,0,3,2,.6666
sim121,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,29,3.2222,521,5.2100,.5788,0,0,3,3,1.0000
sim122,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,32,3.5555,512,5.1200,.5688,0,0,3,1,.3333
sim123,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,40,4.4444,434,4.3400,.4822,0,0,3,0,0
sim124,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,30,3.3333,399,3.9900,.4433,7,.0700,3,2,.6666
sim125,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,38,4.2222,339,3.3900,.3766,0,0,3,3,1.0000
sim126,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,32,3.5555,470,4.7000,.5222,2,.0200,3,0,0
sim127,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,21,2.3333,702,7.0200,.7800,27,.2700,3,3,1.0000
sim128,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,28,3.1111,562,5.6200,.6244,1,.0100,3,1,.3333
sim129,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,26,2.8888,581,5.8100,.6455,1,.0100,3,1,.3333
sim130,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,27,3.0000,623,6.2300,.6922,0,0,3,2,.6666
sim131,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,29,3.2222,533,5.3300,.5922,0,0,3,3,1.0000
sim132,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,23,2.5555,549,5.4900,.6100,0,0,3,1,.3333
sim133,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,26,2.8888,596,5.9600,.6622,98,.9800,3,1,.3333
sim134,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,34,3.7777,515,5.1500,.5722,0,0,3,2,.6666
sim135,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,22,2.4444,678,6.7800,.7533,0,0,3,0,0
sim136,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,40,4.4444,414,4.1400,.4600,0,0,3,1,.3333
sim137,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,39,4.3333,337,3.3700,.3744,0,0,3,0,0
sim138,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,38,4.2222,412,4.1200,.4577,0,0,3,2,.6666
sim139,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,27,3.0000,618,6.1800,.6866,0,0,3,2,.6666
sim140,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,31,3.4444,334,3.3400,.3711,0,0,3,2,.6666
sim141,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,31,3.4444,418,4.1800,.4644,96,.9600,3,3,1.0000
sim142,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,29,3.2222,510,5.1000,.5666,0,0,3,1,.3333
sim143,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,25,2.7777,528,5.2800,.5866,1,.0100,3,2,.6666
sim144,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,33,3.6666,457,4.5700,.5077,0,0,3,0,0
sim145,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,27,3.0000,571,5.7100,.6344,0,0,3,1,.3333
sim146,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0,100,data/rare_migration_prob_matrix.csv,32,3.5555,613,6.1300,.6811,0,0,3,0,0
