name,mutrate,num_samples,migration_matrix,num_mutations,mut_per_site,true_migrations,inferred_migrations,proportion
sim39,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,2,.0266
sim40,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,4,.0533
sim41,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,4,.0533
sim42,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,11,1.1000,75,2,.0266
sim43,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,14,1.4000,75,5,.0666
sim44,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,,
sim45,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,5,.5000,75,2,.0266
sim46,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,,
sim47,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,12,1.2000,75,,
sim48,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,4,.4000,75,,
sim49,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,11,1.1000,75,2,.0266
sim50,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,2,.0266
sim51,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,4,.4000,75,2,.0266
sim52,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,7,.0933
sim53,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,3,.0400
sim54,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,0,0,75,,
sim55,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,9,.9000,75,2,.0266
sim56,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,9,.9000,75,,
sim57,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,4,.0533
sim58,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,2,.0266
sim59,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,7,.7000,75,4,.0533
sim60,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,,
sim61,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,4,.4000,75,,
sim62,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,11,1.1000,75,7,.0933
sim63,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,7,.7000,75,2,.0266
sim64,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,7,.7000,75,,
sim65,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,9,.9000,75,2,.0266
sim66,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,7,.7000,75,2,.0266
sim67,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,2,.0266
sim68,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,4,.0533
sim69,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,9,.9000,75,,
sim70,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,3,.0400
sim71,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,4,.0533
sim72,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,9,.9000,75,2,.0266
sim73,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,1,.0133
sim74,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,,
sim75,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,2,.0266
sim76,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,4,.0533
sim77,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,2,.0266
sim78,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,,
sim79,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,13,1.3000,75,2,.0266
sim80,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,5,.5000,75,,
sim81,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,2,.0266
sim82,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,2,.0266
sim83,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,2,.0266
sim84,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,11,1.1000,75,2,.0266
sim85,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,4,.4000,75,4,.0533
sim86,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,11,1.1000,75,4,.0533
sim87,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,7,.7000,75,,
sim88,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,3,.0400
sim89,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,,
sim90,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,,
sim91,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,,
sim92,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,7,.7000,75,2,.0266
sim93,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,9,.9000,75,,
sim94,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,6,.6000,75,2,.0266
sim95,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,8,.8000,75,2,.0266
sim96,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,2,.0266
sim97,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,10,1.0000,75,2,.0266
sim98,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,9,.9000,75,2,.0266
sim99,0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,100,data/equal_migration_prob_matrix.csv,11,1.1000,75,4,.0533
sim100,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,15,.2000
sim101,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,9,.1200
sim102,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,75,,
sim103,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,75,17,.2266
sim104,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,10,.1333
sim105,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,,
sim106,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,75,11,.1466
sim107,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,21,2.1000,75,6,.0800
sim108,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,75,9,.1200
sim109,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,7,.0933
sim110,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,75,4,.0533
sim111,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,41,4.1000,75,14,.1866
sim112,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,13,.1733
sim113,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,75,4,.0533
sim114,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,38,3.8000,75,6,.0800
sim115,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,75,9,.1200
sim116,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,21,2.1000,75,8,.1066
sim117,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,75,9,.1200
sim118,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,75,8,.1066
sim119,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,10,.1333
sim120,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,75,10,.1333
sim121,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,13,.1733
sim122,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,75,11,.1466
sim123,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,9,.1200
sim124,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,75,,
sim125,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,75,,
sim126,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,2,.0266
sim127,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,3,.0400
sim128,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,16,.2133
sim129,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,13,.1733
sim130,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,40,4.0000,75,17,.2266
sim131,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,38,3.8000,75,16,.2133
sim132,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,75,,
sim133,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,6,.0800
sim134,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,7,.0933
sim135,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,75,10,.1333
sim136,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,2,.0266
sim137,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,6,.0800
sim138,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,39,3.9000,75,13,.1733
sim139,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,75,10,.1333
sim140,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,22,2.2000,75,11,.1466
sim141,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,75,3,.0400
sim142,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,10,.1333
sim143,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,13,.1733
sim144,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,75,4,.0533
sim145,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,75,,
sim146,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,14,.1866
sim147,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,75,4,.0533
sim148,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,75,9,.1200
sim149,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,75,11,.1466
sim150,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,7,.0933
sim151,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,75,9,.1200
sim152,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,2,.0266
sim153,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,40,4.0000,75,13,.1733
sim154,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,75,16,.2133
sim155,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,12,.1600
sim156,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,75,9,.1200
sim157,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,5,.0666
sim158,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,75,12,.1600
sim159,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,75,11,.1466
sim160,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,75,20,.2666
sim161,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,18,1.8000,75,14,.1866
sim162,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,75,11,.1466
sim163,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,75,8,.1066
sim164,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,75,9,.1200
sim165,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,43,4.3000,75,15,.2000
sim166,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,8,.1066
sim167,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,75,7,.0933
sim168,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,23,2.3000,75,6,.0800
sim169,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,75,10,.1333
sim170,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,75,8,.1066
sim171,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,13,.1733
sim172,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,75,1,.0133
sim173,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,38,3.8000,75,16,.2133
sim174,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,75,10,.1333
sim175,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,75,18,.2400
sim176,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,75,18,.2400
sim177,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,75,4,.0533
sim178,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,75,10,.1333
