name,mutrate,num_samples,migration_matrix,num_uniq_mutations,uniq_mut_per_site,total_mut_sites,avg_mut_sites_per_sample,avg_proportion_mut_sites,total_dropout,dropout_per_sample,avg_mutation_age,true_migrations,inferred_migrations,proportion
sim65,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,62,6.2000,460,4.6000,.4600,2,.0200,4.09638,16,1,.0625
sim66,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,61,6.1000,404,4.0400,.4040,0,0,3.47488,19,1,.0526
sim67,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,62,6.2000,535,5.3500,.5350,0,0,3.71291,21,0,0
sim68,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,66,6.6000,515,5.1500,.5150,0,0,4.51485,20,1,.0500
sim69,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,63,6.3000,412,4.1200,.4120,0,0,4.054,20,0,0
sim70,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,67,6.7000,461,4.6100,.4610,0,0,4.7116,18,1,.0555
sim71,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,60,6.0000,455,4.5500,.4550,0,0,3.78215,14,1,.0714
sim72,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,65,6.5000,436,4.3600,.4360,8,.0800,4.47331,15,2,.1333
sim73,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,67,6.7000,387,3.8700,.3870,0,0,4.08898,18,1,.0555
sim74,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,68,6.8000,503,5.0300,.5030,0,0,3.59277,32,4,.1250
sim75,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,73,7.3000,440,4.4000,.4400,4,.0400,3.39131,15,2,.1333
sim76,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,67,6.7000,506,5.0600,.5060,0,0,4.17663,24,3,.1250
sim77,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,62,6.2000,539,5.3900,.5390,0,0,4.00623,18,0,0
sim78,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,67,6.7000,434,4.3400,.4340,0,0,4.69263,25,2,.0800
sim79,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,69,6.9000,394,3.9400,.3940,0,0,3.78742,17,0,0
sim80,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,69,6.9000,358,3.5800,.3580,0,0,3.25356,26,3,.1153
sim81,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,67,6.7000,390,3.9000,.3900,30,.3000,3.672,16,4,.2500
sim82,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,68,6.8000,365,3.6500,.3650,0,0,3.61261,11,0,0
sim83,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,70,7.0000,353,3.5300,.3530,3,.0300,3.46495,23,1,.0434
sim84,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,70,7.0000,418,4.1800,.4180,0,0,3.58016,19,1,.0526
sim85,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,68,6.8000,469,4.6900,.4690,53,.5300,3.85747,10,1,.1000
sim86,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,68,6.8000,464,4.6400,.4640,0,0,3.39107,17,1,.0588
sim87,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,72,7.2000,391,3.9100,.3910,0,0,4.60349,20,1,.0500
sim88,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,65,6.5000,505,5.0500,.5050,0,0,3.37003,19,0,0
sim89,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,66,6.6000,412,4.1200,.4120,0,0,4.26905,17,1,.0588
sim90,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,69,6.9000,383,3.8300,.3830,13,.1300,3.46468,21,0,0
sim91,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,62,6.2000,349,3.4900,.3490,0,0,3.73554,18,0,0
sim92,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,69,6.9000,406,4.0600,.4060,2,.0200,5.69487,24,0,0
sim93,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,72,7.2000,381,3.8100,.3810,6,.0600,4.70221,24,0,0
sim94,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,75,7.5000,466,4.6600,.4660,0,0,4.1415,23,5,.2173
sim95,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,65,6.5000,498,4.9800,.4980,0,0,4.57047,17,2,.1176
sim96,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,74,7.4000,375,3.7500,.3750,0,0,4.49914,24,0,0
sim97,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,62,6.2000,408,4.0800,.4080,25,.2500,4.83246,24,1,.0416
sim98,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,64,6.4000,429,4.2900,.4290,0,0,4.06798,29,2,.0689
sim99,0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264 0.1264,100,data/ultrarare_migration_prob_matrix.csv,66,6.6000,412,4.1200,.4120,0,0,4.07732,16,0,0
